transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
11554,25737,3992,0,150,0
4897,13269,7186,9474,0,10492
8193,0,18926,1598,4687,4587
450,0,21013,0,17605,0
0,9872,5185,14540,11294,18330
9095,5800,3898,450,0,4297
597,0,11606,5289,13766,0
6289,11558,14040,150,0,10899
0,6368,0,12326,500,15140
8527,450,0,0,20977,14377
4696,9097,5085,5495,9793,12142
13395,0,7269,2547,4950,796
21790,13745,3398,7297,13156,16633
12491,799,22817,6720,8993,3845
9492,6677,16636,0,0,0
11094,9476,4142,6395,0,1650
1000,16685,12145,4497,15423,6098
7966,2993,7488,10295,7946,11221
10425,6396,6300,7046,8679,4084
1299,8676,7130,13286,8097,5995
0,8989,0,8425,0,0
12559,23663,0,6000,14266,0
2949,4397,14460,0,11593,0
17965,26083,8196,0,898,5749
5837,0,11792,12686,6624,10223
0,6878,3047,8692,12542,1949
4198,0,0,12294,5392,3980
4394,0,6588,0,11798,6046
0,4896,12096,10115,0,15254
5397,11869,6634,6545,0,0
15367,8217,0,12470,0,13941
16775,1299,10170,3343,0,0
0,0,13480,22567,6793,4696
9300,4789,6600,19073,4188,12713
10299,5887,398,6294,10991,499
9795,3197,0,7578,0,3898
3000,1597,20454,0,3300,0
12264,13975,28245,15253,0,0
8857,2748,0,0,1747,6598
2397,18841,0,0,2397,8526
0,3396,0,15847,5395,11480
2596,2795,5898,9297,12941,18399
17015,0,6886,6000,12592,1990
13796,1450,2097,21752,9019,2737
0,17857,946,0,8325,21348
0,8799,7970,8390,4494,3897
17107,9997,10860,10394,9774,9000
10477,0,3343,0,6898,12890
0,3000,19764,5547,2300,10384
7887,10811,3196,5480,8897,0
0,7495,3548,5295,7318,7219
8718,0,16960,8741,0,1298
10695,0,0,0,2150,0
14083,1990,11980,0,17443,11215
11676,11791,20088,12372,150,19254
1500,6884,0,6950,19229,0
12019,11191,15693,998,2098,2786
600,1596,5150,0,17572,10950
0,0,18933,4430,1148,1099
5947,0,22948,0,19450,12065
20573,0,2300,7399,11796,8868
0,6567,4884,4995,0,4577
2799,4950,796,4598,0,18455
10093,14296,9047,0,2388,13554
4897,10542,26464,2793,0,7591
0,14281,7197,5578,24626,7028
0,199,21920,13745,10267,7770
10096,15666,8358,26468,998,19347
3994,0,1000,4995,0,14254
0,17156,12474,16789,11682,0
0,13269,0,16363,8995,4693
0,8892,0,150,10558,12676
0,8296,0,0,9185,11855
12930,450,12374,0,1500,8824
0,0,9980,946,0,0
0,0,15448,15372,10458,0
9460,8531,14879,949,20525,0
2394,0,22914,3595,3897,0
0,0,16505,8410,0,699
0,12889,11970,10058,0,17719
0,8679,0,11616,10194,13612
3294,27045,13094,0,14092,13663
4146,7960,13156,0,3897,8374
10779,15054,0,13137,0,19438
5096,13755,6498,14038,10874,4846
3799,11989,7964,0,0,23325
6878,3000,12753,8145,13522,12224
9460,0,10665,0,0,14342
0,3545,16460,0,8294,0
14009,7995,15588,1000,0,8094
0,25829,11142,0,4693,6594
4994,3897,8985,0,0,0
2598,8578,7646,600,7997,9940
8744,14993,8336,450,17068,7898
10176,10774,6995,11067,11856,11283
12045,13156,4098,10789,6920,0
10556,2000,0,9342,1697,7500
2990,6747,0,4595,13094,9980
0,450,14286,5994,24972,450
0,10194,5397,21880,11008,0
2490,0,1500,0,24242,3349
11877,9992,7728,3099,6247,2498
2598,10377,7641,1299,5630,4293
0,17049,3048,7769,11275,0
0,0,4247,597,6190,3542
8887,9394,150,10562,6420,14086
2838,0,11970,0,0,10110
5098,12473,11079,13859,10770,5146
8493,8397,7800,3000,3994,0
6039,0,0,10557,6337,7723
7047,0,12686,0,12953,1847
0,7096,600,13519,3398,5347
3196,0,8883,1500,0,12681
10542,3196,8076,23058,0,12414
0,9769,0,7960,2397,21646
14245,2600,5498,7695,6894,0
14146,6776,16244,848,2299,6596
17348,3150,1598,0,19684,12834
0,6619,6500,5799,5097,10972
0,0,4096,7397,6080,1999
7685,7072,10740,3695,3888,199
0,0,7534,0,7985,21882
5498,3490,597,3992,16869,4950
0,0,0,14407,12489,0
3588,0,2648,11524,0,2600
0,7891,7095,0,6593,6692
3588,0,0,0,11650,1500
0,3500,13492,0,8150,10166
5796,10374,17347,11857,0,1990
1898,10274,15491,450,9048,0
0,15849,15014,13972,9089,1096
12339,7494,0,17857,5696,6496
8744,4543,12760,0,796,12470
15596,10110,649,0,10206,0
0,13385,10590,1299,0,16352
11392,10116,24762,15128,450,0
0,0,3588,17777,3897,18440
0,5894,15941,12485,9696,10291
0,0,15093,2599,2500,12972
14770,15163,19495,7494,0,0
6619,7391,3599,31510,0,15294
6500,2397,0,1899,14292,11674
3790,23321,7997,0,15343,22183
17121,9893,1500,7369,0,14285
600,0,3796,5795,0,0
5397,0,0,11891,7647,7387
7269,6397,300,9189,5396,11341
20777,3990,22149,7598,0,2799
15552,11107,3000,22648,19230,2300
13813,9897,3098,0,0,9681
0,3196,0,0,3897,0
12020,2600,18180,8196,9441,199
2797,3949,9794,0,8397,5500
7196,0,2994,2994,10392,4500
7694,10367,5799,11995,15146,10857
3300,16342,2189,3799,6993,0
0,6944,7895,19053,7366,0
14971,0,13983,26323,11744,15817
9941,3447,16839,6185,13681,7196
0,14859,0,5577,1600,26713
4795,0,0,10474,9280,7960
10167,18767,10877,10676,27583,13266
11492,2598,15766,18368,0,9696
0,14272,2397,5548,0,8097
6000,8293,796,9245,3980,0
3899,3343,15713,2150,6199,5725
7960,12465,2346,15539,6000,13110
8538,199,10626,11542,6594,4645
13244,7496,0,0,398,0
8548,0,0,500,0,1598
0,8446,13934,0,3048,897
1000,7568,8877,14583,5970,5591
3299,1993,0,0,23887,7431
0,6592,33610,15204,7988,11512
0,0,8397,0,15555,12943
0,1799,16558,0,5946,12343
3150,6441,4696,0,11244,0
0,0,0,0,0,6996
0,4696,0,20145,16263,6576
0,9744,15210,0,0,0
9996,8480,500,13466,0,12368
8280,10357,16957,10149,1846,12279
20101,4978,10877,6649,7393,18454
4693,19199,18850,7098,1945,16287
13156,16208,21641,19089,0,10145
10259,4295,0,8397,0,22393
6000,5376,1299,6594,0,9478
0,0,24331,13693,5096,5585
12953,5398,8094,2698,6567,8260
14496,0,0,1597,8393,450
3980,17661,1899,0,10308,14292
16970,0,0,14591,6150,10466
17668,23023,8444,6374,300,3845
0,1950,5498,15490,15995,11356
1500,8594,0,7681,26832,3897
7600,10092,22135,1896,9392,11792
0,10246,12454,0,0,12898
10166,0,0,6897,0,13110
11995,12950,8649,2048,12561,1500
1099,16390,450,3946,4598,10982
0,0,2000,0,450,0
12465,8460,0,0,12058,14692
0,1247,0,5970,0,17661
13957,0,0,6886,0,11481
5000,10790,18447,11593,16992,15244
5092,17217,3097,14168,7593,6294
0,16348,9696,19332,9159,0
1500,0,0,16195,6945,23947
0,8891,11940,3346,8788,0
7090,0,0,0,0,8373
2000,13794,6395,0,2789,10072
23483,5196,3500,0,26965,5048
0,14322,7392,7346,4299,10170
9086,18366,0,2894,2598,8190
0,0,12763,26916,10772,0
18040,14445,2740,16334,16615,500
8980,0,7448,0,9166,12598
0,13092,14807,15544,0,0
9100,16336,0,9856,6236,13394
0,0,18550,21347,4950,0
0,7046,1598,11082,17965,11636
0,4792,1396,12643,2098,11125
8568,0,10785,0,3990,0
7150,6848,7875,0,6696,0
12457,0,450,14490,10759,0
4280,0,1500,0,2000,0
4397,18308,12585,0,4493,4598
799,14052,0,1398,2898,5198
1898,1500,23321,13085,17504,10620
0,3196,11336,0,12738,10794
5048,7689,10243,2396,9647,8047
3738,20555,0,21548,8397,8779
2048,6096,5480,19759,4700,3196
20862,3797,0,5047,2998,2100
7620,10752,796,6578,13227,0
4494,8960,9858,1500,14558,0
1990,4696,11657,8591,5799,7568
8486,0,20754,10683,4349,19925
2140,2300,8574,6496,14739,6150
2598,300,8797,16796,500,0
2597,19643,1249,8478,0,0
6196,0,9047,13045,4895,6949
2098,5950,15867,150,0,0
9637,8659,799,17085,12532,0
18028,13475,11196,3649,10095,5593
0,0,4494,14426,15671,11287
2296,6169,1896,21950,7329,3897
0,13060,0,11793,5982,8939
0,0,5248,0,12058,8985
14166,6897,0,11365,0,0
7299,4500,1990,5684,16166,1595
8971,0,18267,3886,21565,5196
15294,8241,4280,1000,4098,0
199,8530,8598,10819,0,17212
11962,9574,0,4594,9980,15378
500,7750,8299,3644,12120,597
4693,3392,9057,3249,6965,0
11628,8689,2945,3600,12416,17053
8756,5995,0,4996,22607,7066
600,7347,5149,9190,15853,15594
2597,10416,8993,16783,7197,0
6595,1197,12779,11011,4396,750
7445,13389,0,19886,15466,1398
0,11987,796,17884,0,4396
0,6000,4096,4397,20971,12664
0,3996,0,4647,4947,14495
8078,4950,0,15198,500,11156
25081,9069,398,5094,4098,150
5538,13254,4198,1299,4588,14254
0,0,0,0,2195,0
10226,4696,9749,8400,0,0
597,15384,2000,0,9585,14538
13156,1547,9598,6685,1749,4050
4745,7696,11078,2639,300,0
18802,0,4595,3950,11262,10175
1299,0,10666,10993,12092,9794
8480,10196,8389,0,5450,16042
6092,3098,1500,16434,10174,1990
17125,25627,8474,20852,15588,15995
2000,1500,9972,1249,8119,3245
0,10776,21756,0,29333,0
0,0,6300,17080,13148,14553
8867,19616,0,27188,19231,0
4500,13490,9272,36870,1399,8676
13596,3497,0,0,0,2745
0,0,0,13086,16445,13793
5595,10457,14380,0,3000,9090
6980,17852,0,0,5970,8696
12972,17925,0,9284,10460,4047
17171,11059,0,18997,2450,6096
6496,0,0,7620,0,2199
0,22382,4789,3980,1990,8686
3495,7636,20551,8165,5076,21484
11555,0,12804,20673,1450,3894
6000,398,7645,10558,12266,1299
10290,0,4693,5000,8176,14110
0,9735,19040,14161,14784,21730
15176,8394,0,15073,25735,8480
9641,12647,2998,12116,3980,14560
0,2498,0,11559,9236,0
1199,4846,17011,2000,6728,19513
0,0,0,5695,150,15191
8196,0,2899,9589,0,0
11307,0,7589,5797,16756,1500
13955,0,2500,2894,0,6597
22500,15389,0,2598,14293,0
0,25980,0,0,3000,15504
1299,11817,1596,16537,14394,11367
0,0,13386,0,12586,26233
3395,10989,4292,2547,16555,15505
0,450,0,0,5000,9542
3196,0,6500,0,23552,21359
0,14172,6696,0,2247,12558
20466,0,12793,4898,0,5150
12867,8895,600,17471,13106,150
2396,12993,12692,21396,0,0
0,0,2799,0,2994,13786
12404,9138,1296,0,800,6146
4587,5196,12559,13173,0,9893
11043,4779,19761,0,1399,9069
12846,12594,18208,18248,799,9326
3897,0,0,2397,2798,7594
6346,1500,19007,0,2000,0
8695,14372,0,11342,1990,9460
5197,11190,5547,8484,12021,5679
398,7636,600,0,10736,9196
23120,2546,848,18853,15271,12088
2446,12253,0,8597,1699,2000
2600,0,349,12094,0,1249
3796,13612,17503,0,0,0
10388,17138,10795,0,13744,4094
0,4590,6489,6593,13615,15836
2048,10907,23236,14970,7190,8686
7597,3000,0,5496,5587,0
1000,0,3150,0,0,0
5296,0,5300,2598,15053,7137
17260,11346,0,8179,9048,0
14964,11860,1299,0,7899,12696
0,9696,6937,0,0,6334
0,11867,13377,0,0,3494
15086,9343,8581,9594,12856,799
4895,6939,14183,349,7982,6141
14037,0,4387,5584,20550,6294
5394,14337,13419,7877,7400,7917
7990,12362,5995,5776,1500,5774
13422,9924,0,4598,17753,8568
0,6196,0,10409,8477,2650
4799,14942,9586,8560,0,14560
19955,8293,7442,10396,4787,12542
2595,6300,6728,0,0,0
4494,0,12094,1000,0,0
13756,2786,7378,0,0,0
8891,6777,14536,1299,0,0
3696,15052,12088,13395,3299,22990
14985,7397,3897,18058,0,199
6888,0,6897,4479,20840,0
25668,2398,5793,5793,18940,450
0,9692,0,2797,12120,7087
0,3897,0,0,0,1096
10842,1299,0,17531,12491,15405
18252,6196,10708,19056,7470,13887
0,22553,10787,0,7087,11987
0,13487,0,11293,7898,3098
5196,0,15739,29540,15983,199
1500,10189,3394,8696,11444,13007
11492,12241,0,9077,13158,0
0,9293,2000,0,4490,0
18382,5287,10359,16965,0,0
20720,1990,12899,0,0,3547
0,2748,22749,3595,25814,5334
0,8033,2000,17383,7145,4800
11269,10667,11155,11641,1598,2649
0,0,2000,3944,10274,0
600,12565,8397,11970,14857,5887
7987,15260,0,9833,13664,8492
2596,0,0,6838,8990,1299
10666,4496,4950,4894,15861,5993
9193,0,998,10759,3689,22765
3898,16209,2748,0,20731,300
0,12192,8679,9190,0,13352
4800,12010,7960,11315,1598,6398
15460,796,0,11995,3299,597
150,0,8594,9193,0,22719
0,5794,4500,4598,9088,7586
12136,0,18766,22421,7366,0
8542,2795,2598,11817,15593,0
17244,0,9445,1990,8858,2299
0,8000,11058,0,10470,2199
1748,1950,22420,20636,0,20950
0,0,7992,9187,0,13357
4693,0,9573,9087,14641,10895
7980,799,4150,9098,0,16653
27285,3980,1500,0,199,3289
2587,6395,22100,0,11295,7378
0,0,0,7293,0,0
0,14550,0,0,5596,0
0,12293,13391,0,0,3000
0,796,6289,6245,20054,10558
9120,15641,14017,6347,13290,0
0,150,7191,0,2096,0
0,0,0,10491,13383,0
0,7176,9092,6766,3796,4443
1798,0,11377,500,4430,5944
20686,8784,0,9090,17659,14945
7578,11070,0,3980,13166,2398
4249,3098,499,7548,9887,0
9195,4397,1000,747,0,13089
0,6992,0,0,0,10622
0,0,15960,0,0,0
0,11058,1499,15053,18115,0
8494,0,0,0,14497,21769
8970,23623,4500,2697,4500,15353
5146,13626,7047,11645,0,24314
9281,8466,19366,13990,5445,24222
0,10590,13706,1300,0,4996
7837,12456,199,17585,796,23836
12377,6598,6888,23392,10975,19551
0,5397,16882,0,0,11277
7299,0,7797,1500,0,0
4494,4847,19136,13352,9799,16588
1299,2598,6818,8225,6295,450
11166,8073,5397,0,21087,29913
1500,12294,15843,6000,3498,796
10982,0,8984,799,6777,4193
2695,1600,1000,12385,14153,0
0,4987,5696,0,11589,12184
0,4538,13215,10467,10794,29168
12288,0,0,10482,3346,796
11659,23055,12750,0,0,10776
0,8547,8746,2396,8189,0
0,2045,0,18952,0,10846
18214,0,6095,13133,11859,5186
10259,16452,3296,16357,0,0
12812,8098,9080,2446,7990,5185
4990,7495,0,10558,7626,5696
0,10391,0,0,19148,9825
3897,26808,3098,1500,6230,11788
9377,4792,7195,7294,9847,13773
0,10166,0,10189,1898,16191
9291,7592,0,11479,10657,2397
398,13068,0,5493,14545,0
15946,7567,16949,0,11464,0
2098,0,9796,7675,9292,17953
8921,5997,4800,15186,5186,998
3496,11841,0,7498,15855,10770
15859,6944,0,2848,4496,6277
0,6496,6995,17250,2440,12980
0,21643,199,150,4395,0
0,0,12741,19156,3980,6396
17857,8086,12177,17025,0,199
597,18123,600,2598,16196,0
0,10989,23734,1299,0,0
12674,0,12256,8150,8696,0
18974,9960,15963,19746,1500,2746
6749,10475,23670,0,12666,9285
10577,5496,0,0,0,0
11592,0,0,7593,2000,9996
0,15985,0,0,2048,4496
10490,9326,0,4699,0,7017
5094,12116,7269,6476,23038,17291
0,0,2397,11495,7394,9680
10167,1598,12851,2000,0,10889
0,8159,0,6191,0,14950
1998,25818,4397,13453,2587,2097
17248,0,16656,0,7960,5279
20423,5995,0,0,18462,0
0,10696,0,0,0,11975
12156,4000,8446,7094,3397,199
6695,1847,5979,1396,19207,15169
12945,0,11777,8367,12926,0
11018,0,7289,4097,0,6291
24414,2299,7436,16736,3000,12093
4696,0,1699,2397,17807,2397
0,15943,0,8244,12083,7244
11976,4397,8846,3398,1795,5299
0,1396,4397,0,10666,1949
12726,15287,0,9289,10248,11308
15852,0,2593,11857,0,0
15873,8096,0,0,6769,0
10377,6198,11688,7794,1650,0
11591,0,10510,5446,6689,15886
16176,10091,398,11787,2689,4645
1990,22360,4296,0,0,0
16136,0,2898,450,13391,0
2997,9409,6169,2195,14344,7329
4496,22267,6894,16264,2397,13223
6799,0,1299,21323,9998,0
2598,1299,0,0,0,0
0,7794,1299,4845,0,8560
13621,3397,0,1197,8794,0
0,9690,0,0,13103,20860
11954,6769,20306,7690,6080,1246
14836,4796,1000,9897,8394,4580
0,8095,0,0,10877,6995
0,6136,1598,14158,0,0
8691,18852,11595,12465,5148,0
14980,14594,15259,0,14163,4950
5237,21550,0,5293,0,1898
0,949,13090,9377,0,17729
0,4397,0,11354,9827,7387
1595,0,14274,16244,0,1990
18578,0,26174,11970,23865,0
4546,3600,0,5970,0,14870
8887,4693,19922,0,11496,11166
15978,6494,8495,0,11368,0
3637,3196,17443,0,6394,1199
2596,0,4548,0,5628,0
5598,10693,8397,0,5196,0
6500,18788,0,8760,2100,8094
21852,0,4100,0,14495,2796
12495,3338,7960,13409,17306,1950
600,8470,0,24455,22222,13985
8791,12869,0,10841,0,6270
0,2945,6600,799,0,0
10893,11653,9126,3000,14795,10966
5691,16787,0,7690,10795,4746
3000,0,4196,6285,898,11275
6387,3996,12470,12935,11885,6589
11831,13326,10667,0,0,0
14913,0,14492,7299,12616,3650
13995,7541,0,0,0,0
15829,6894,5895,3249,12610,0
3000,0,7098,3847,21774,2299
12307,7539,0,0,5495,0
0,13589,16125,15460,7235,1898
2397,2695,0,17136,15976,9188
9478,22352,300,0,8593,0
14460,0,17352,796,0,15344
10891,16975,5475,0,6047,0
799,34277,4846,6494,11007,9645
0,3900,9788,11392,11563,18270
19718,15002,0,0,15874,0
2500,9980,13593,18881,14168,17445
8639,7194,12755,1500,14691,10759
5347,14410,1498,600,11948,0
12363,4500,10839,5293,7078,9296
1299,4696,11435,23823,18640,1897
4696,300,0,16741,0,9694
499,9994,0,7500,13466,3397
0,7475,0,9968,6600,450
0,0,15975,4497,17573,13864
9786,2048,2649,5799,0,398
19882,5940,4000,4586,8765,0
6270,15894,15955,4283,1300,7897
0,9794,4147,0,15979,0
19156,14797,0,18010,17478,8894
2897,0,3598,7868,0,17397
10317,24357,4797,0,9897,3500
16260,10367,11096,11769,12290,0
4198,14878,10919,6295,8367,0
6995,3897,0,13453,13373,0
12213,8495,5196,6995,9867,15473
12783,3897,10480,9445,12460,13666
0,5845,9766,2098,0,23576
5000,0,0,8243,7593,9387
0,2697,0,7995,8191,0
9696,7045,11166,14814,0,15305
8495,3196,4387,13537,25044,5000
9383,0,5696,0,8673,10686
3748,0,10823,0,0,0
31515,8000,4289,10558,21156,15575
1000,10257,8110,21234,1699,1990
998,5779,7078,1799,19552,3995
4984,0,0,9686,0,14992
4399,3847,0,2397,17774,0
22949,10057,0,0,450,600
0,3897,18835,0,0,6283
0,9558,2798,8927,0,12105
17080,0,0,0,6297,3993
8079,1398,14257,12991,3289,2348
0,19460,8198,11399,12892,14781
25533,2394,9960,15956,12334,2796
0,15688,799,4898,21436,0
27148,0,0,0,9044,0
10691,9196,16758,14000,0,2688
0,13158,0,4384,6888,16390
0,3196,5379,8595,3994,10666
19729,7568,4047,300,13955,0
0,4693,2000,796,8597,15837
9475,1199,0,11155,0,6130
9696,6548,0,11395,14125,3196
9892,8260,5096,0,13354,799
3099,0,5099,5696,18461,19592
0,3197,7270,16423,15188,14415
11786,199,500,5387,0,16251
10920,4497,3897,13386,6094,0
15294,2990,0,0,9543,5695
0,3843,15068,7970,0,1797
0,0,17405,0,5186,0
9788,6796,12483,10674,6196,7543
9495,6692,0,3699,20762,13668
8842,6970,0,3196,8560,21827
14120,0,17489,4580,2939,12995
0,0,13244,3450,10954,500
17842,18182,1150,0,8243,500
0,0,3196,2000,28352,10276
11446,0,5578,0,2595,4797
6196,9317,15552,9590,3588,7960
6196,0,6598,0,14480,4796
2547,597,8676,8249,11769,0
11068,0,5279,0,5500,1799
2000,0,0,2547,14553,0
4098,5598,6500,11857,6600,0
4196,15960,4650,500,0,0
13555,10158,1696,4727,7197,199
5348,9559,11857,6794,0,6637
3196,7424,6500,14060,11874,4846
0,5992,8166,14265,7190,7795
9693,3793,10394,1296,4145,10197
12562,12080,0,0,9692,6397
0,3786,9265,17967,0,9493
5696,10293,2748,5780,13753,15448
13200,5327,1800,2697,4500,6397
0,4800,0,4496,0,0
0,14359,0,6790,5500,0
3897,0,14350,7294,10395,15838
2450,0,7197,7960,0,0
0,5098,0,2198,9690,0
0,3991,16459,1000,2697,13054
0,349,3980,7942,998,3197
0,2847,0,10264,3000,5248
13575,0,7696,2748,6595,0
3795,3198,4098,2000,1598,1500
0,6243,5578,300,10392,8880
4145,0,450,15867,0,0
10794,5899,6995,8397,950,15666
0,16955,0,9794,0,15948
0,14254,20432,0,300,14857
5876,16057,25407,5547,10588,3846
9396,5746,3992,3980,17892,13053
14351,18514,13179,8967,0,0
0,7098,6143,0,4098,6974
8177,11839,26696,9559,6897,13323
4000,0,9068,300,15054,8799
18487,9294,10594,10636,9398,7216
0,0,8498,8270,0,13156
18002,6994,17146,2598,13176,1595
8547,17547,0,13374,22507,0
6796,7248,21268,14852,12615,3000
11435,0,20065,0,4194,1299
8980,11088,17656,0,11396,0
4598,0,8630,0,0,7099
5196,5990,5587,0,10487,5000
12766,5594,18386,19855,1299,12446
0,10188,13174,6186,16695,0
6545,26792,6285,5480,14515,10533
5097,10240,0,13189,5847,8578
9176,9435,7667,13254,8649,12291
0,20338,5970,150,19004,18965
20036,4592,150,9060,0,5028
2146,8895,13156,5997,6998,0
0,5897,6178,10066,8578,7696
0,0,14439,0,10757,21528
14073,0,0,6499,0,12766
6799,15053,7764,0,20852,0
11196,19452,6877,13618,5376,5894
6193,19174,12493,10892,0,0
9040,8098,5995,2598,799,796
0,16106,0,8394,2397,14962
7037,5376,0,0,3980,0
13294,11877,2100,0,12076,7186
0,11058,14271,0,3000,9867
15558,11242,7743,9947,4243,5196
0,0,8293,3594,14874,11397
7796,12094,8394,14992,3397,0
7990,0,199,3750,10476,0
2737,7891,12753,0,2000,15616
5196,8098,0,0,0,0
10286,0,799,9068,0,9392
11670,0,6974,4699,6000,4996
4050,11756,10697,7789,15894,999
8729,10155,7895,11158,300,6095
0,13214,0,9495,2897,8196
7789,8146,8266,9491,15763,0
15008,2150,0,16089,199,21033
7696,3193,14564,1396,3596,0
8958,12176,0,1949,0,6476
597,8498,2500,4196,1650,0
4295,2799,11508,17690,2796,1250
12563,8364,3800,0,35495,8196
8857,0,12955,0,2048,17254
8391,1299,0,8269,15484,2345
0,12078,0,6898,0,13626
0,150,7093,11995,4299,9027
14893,8143,0,23584,9082,7490
0,0,12973,0,6794,28832
0,8376,14088,0,12615,5480
5299,0,12460,0,0,15552
15159,10528,9598,0,0,4697
11783,5647,2490,19832,17117,16318
12093,898,9694,8398,6995,13989
4480,16766,0,649,2297,10292
19956,0,4892,0,7470,0
8285,8344,4044,0,3399,3398
0,2048,2047,799,4038,19533
7395,13081,4293,5397,16830,10877
9773,9159,24474,0,6000,2150
796,16255,1246,3897,450,0
8373,9889,14990,3980,14955,0
1000,3600,5787,2198,2397,13560
3897,10497,11690,20802,0,3249
11172,15982,5739,0,15178,10892
11996,3197,15172,0,2795,6398
8547,1399,597,7442,450,1996
2296,0,7766,20769,5780,0
6991,15665,9809,0,548,13354
15261,0,1299,10492,0,11970
8290,10687,0,300,1898,450
3980,2697,15093,0,0,2000
15653,14456,2799,0,12982,0
3399,0,0,18603,13952,0
22636,2746,0,0,4789,13641
2598,7796,1000,4293,398,2749
199,17357,0,12874,11078,2746
9980,10171,4943,0,9558,5589
9824,2894,18085,7098,0,17042
17254,0,9760,3048,0,597
0,5897,1197,0,23341,15558
2346,0,4696,6342,8247,0
6092,2538,0,11769,199,7746
796,8982,8396,3799,11322,14957
0,9796,0,3000,4995,12389
9841,6295,5196,8811,698,6395
9060,14195,12284,12559,1599,0
4497,17154,9086,1498,13295,6398
3295,24480,3846,3646,0,17376
0,5488,6435,5799,10176,8270
3897,2796,11774,22543,0,21375
0,16658,0,4495,0,0
0,3300,0,3897,14578,0
5496,14078,12380,12060,15547,12163
18836,6797,0,5500,8780,18671
1299,8885,0,8600,15673,10669
29033,8598,7797,5397,1990,10090
12292,0,10357,2197,0,1598
5976,0,11873,7550,9667,7492
0,9789,17816,2786,0,17811
0,0,21055,0,17913,0
11098,0,10593,18448,0,10990
7749,4500,4500,600,15354,6398
4898,19254,9989,5646,2290,13955
0,1797,11073,27661,5248,650
1000,19026,19146,0,12126,16066
1500,2098,2100,5046,19301,5879
11514,9796,2098,12696,23289,15317
21126,12344,8681,9094,18798,5970
4992,13054,9265,15367,3997,4897
9770,2598,0,11970,0,14395
2398,16871,8960,796,14069,11492
6246,8397,0,597,14292,3497
4580,15392,600,8868,18485,0
0,5944,5970,398,0,23827
4196,14233,0,18665,5100,10523
5196,7500,3796,3696,0,6599
13083,6500,13756,6689,12795,5196
13551,5581,0,1600,18930,8495
20560,4990,10274,0,0,5598
18969,4696,13787,14070,0,12637
0,3493,12910,0,16244,8897
9984,597,4245,15674,0,23118
11288,5492,796,3980,2997,16039
10746,0,4196,5799,7780,8468
5480,0,22114,19101,4346,14454
15259,2598,8794,22206,18292,15510
11466,12188,8690,7284,11965,0
9018,0,2896,1800,14405,8897
7877,9294,11474,0,6696,13452
6199,6470,12653,9265,799,7719
0,0,9598,0,0,8769
1993,500,0,20616,0,1199
7497,600,17976,1000,0,10894
9992,4384,10614,500,20560,0
4500,0,8543,8742,0,14176
8960,398,0,0,20087,9588
0,11232,10465,3193,150,0
13357,7196,1097,2897,199,199
6493,0,11564,14824,0,8196
10776,1500,9286,12526,4975,0
597,14552,4887,2000,2150,10626
12380,8183,0,10693,0,0
398,21703,1849,16593,19847,4898
10357,7837,9424,0,6578,21760
6943,14263,7790,1500,1396,11531
2000,5385,10595,3142,3096,0
199,19997,0,17924,0,8600
9444,4598,0,0,0,0
500,5594,0,0,9276,2300
3600,5492,14019,8426,11193,8459
7233,500,8282,0,0,25114
2598,0,18920,0,6779,14143
8642,799,0,12196,21729,4942
